C0007_PNAME,C1705_DATETIME,O3VAL,QIWENVAL,FSVAL,FXVAL,SHIDUVAL,YALIVAL
上马街道,01,35.326522849462364,0.7354059139784946,1.1648709677419355,169.72910887096774,63.05263709677419,1025.8925793010753
上马街道,02,57.16580952380952,1.542904761904762,1.42453125,180.3054732142857,54.310596726190475,1026.487369047619
上马街道,03,70.09599462365591,8.255646505376344,2.062793010752688,199.8189583333333,62.9393938172043,1016.3208602150537
上马街道,04,90.73648472222223,14.495329166666668,2.2405375,208.7524027777778,60.47668888888889,1014.6949666666667
上马街道,05,99.70194086021506,19.928259408602152,2.150090053763441,214.48165994623656,58.52577688172043,1009.6456518817204
上马街道,06,94.57884992987377,23.300243356643357,2.487783216783217,226.10569230769232,83.97002517482517,1002.2086391608392
上马街道,07,75.10430913978495,26.716372311827957,1.7936693548387097,204.50922849462367,85.8227567204301,1002.2033454301076
上马街道,08,72.43728494623656,26.642064516129032,1.5619180107526882,194.38411962365592,81.37581720430107,1004.6424206989248
上马街道,09,74.8346875,22.776440277777777,1.4181986111111111,180.7202875,70.75698055555556,1011.5351944444444
上马街道,10,54.099084468664856,15.586854619565216,1.2899877717391306,176.71592663043478,66.88553125,1021.669683423913
上马街道,11,40.98799861111111,11.869093055555554,1.3761638888888887,174.08530416666665,75.39903055555556,1020.2959583333333
上马街道,12,30.66613440860215,0.5371935483870968,1.1987889784946237,172.61579032258064,51.47083602150538,1026.5780215053762
八大关街道,01,46.4808682795699,2.0105295698924732,2.0302594086021504,191.5788615591398,64.2659193548387,1026.458056451613
八大关街道,02,69.53186458333333,2.1158080357142857,2.0277663690476193,189.7161175595238,60.56505803571428,1027.2237470238094
八大关街道,03,81.82868548387097,7.888787634408602,2.2454166666666664,169.33907123655914,71.79122446236559,1017.5027163978494
八大关街道,04,102.75071905424201,12.949102777777776,1.9392194444444446,162.10192777777777,72.374075,1016.31695
八大关街道,05,112.08280510752688,17.812491935483873,1.5381774193548388,170.17106989247313,73.3309811827957,1011.4441747311828
八大关街道,06,97.54107083333332,21.90118888888889,1.7563083333333331,171.43669583333335,89.92178472222221,1004.0279694444445
八大关街道,07,87.0197809139785,25.87215188172043,1.4263212365591398,181.9429139784946,89.23767069892473,1003.887817204301
八大关街道,08,89.27342338709677,26.53793817204301,1.4791774193548388,187.6998642473118,82.75222580645162,1006.2228454301076
八大关街道,09,103.0537,23.104419444444446,1.6644430555555554,193.3383986111111,71.76316805555555,1012.9433666666667
八大关街道,10,76.9830497311828,16.245522849462365,1.9264059139784948,189.1430255376344,66.33280913978494,1022.9834704301076
八大关街道,11,64.0733013888889,12.883004166666668,2.1757180555555555,177.90249583333335,74.39284861111112,1021.4822722222223
八大关街道,12,37.31445698924731,1.8100685483870969,2.3204126344086022,198.1475739247312,52.033434139784944,1027.2242217741934
兴城路街道,01,36.390334677419354,1.0699879032258064,1.0536129032258066,157.61569489247313,65.13772177419354,1026.4902795698924
兴城路街道,02,63.10008779761905,1.8130372023809525,1.171467261904762,164.29406101190474,55.12680357142857,1027.217994047619
兴城路街道,03,80.18960080645162,8.882400537634409,1.464271505376344,157.99660215053763,60.63985887096774,1017.2227204301075
兴城路街道,04,105.5146,15.229230555555556,1.4832958333333333,156.7416597222222,57.42533888888889,1015.9072874999999
兴城路街道,05,113.09346361185985,20.426006729475098,1.3470874831763122,171.37200269179004,55.4806864064603,1010.9529825033648
兴城路街道,06,108.566875,23.92720138888889,1.3821444444444444,167.06497361111113,78.85476944444444,1003.5710722222223
兴城路街道,07,90.68590725806452,27.106490591397847,1.1960577956989247,171.34487768817206,80.42111424731183,1003.8400954301075
兴城路街道,08,84.89224865591397,27.24438575268817,1.1062405913978495,164.10764650537635,76.70856317204301,1006.2759919354838
兴城路街道,09,77.15837777777777,22.8846125,1.0997597222222222,161.94869583333335,69.66947222222221,1012.9866972222222
兴城路街道,10,53.5369247311828,15.347958333333333,1.0983185483870967,163.9013373655914,68.61865456989247,1022.8717782258065
兴城路街道,11,44.28877083333334,11.870205555555556,1.085213888888889,154.51788472222222,75.88344444444445,1021.2553097222221
兴城路街道,12,24.59910752688172,0.5709825268817204,1.0992876344086022,174.44257258064516,54.808630376344084,1027.0323911290322
北宅街道,01,54.80864516129032,0.6128602150537634,1.4063413978494623,129.01179569892471,64.13910483870967,1013.3389838709678
北宅街道,02,79.07669253731343,1.085307004470939,1.3762786885245901,150.15772876304024,53.252800298062596,1014.104523099851
北宅街道,03,90.54146639784946,8.06913306451613,1.81875,154.28936290322582,59.66145161290323,1004.778372311828
北宅街道,04,110.97967638888889,14.666515277777778,1.673011111111111,175.13917361111112,56.20720138888888,1003.9542583333333
北宅街道,05,117.95881182795699,19.528647849462367,1.323611559139785,188.69658333333334,54.94545161290322,999.3841706989247
北宅街道,06,108.13963421418637,23.030627777777777,1.6467222222222224,200.4282611111111,81.16881527777778,992.0011375
北宅街道,07,87.97528398384925,26.27286559139785,1.3179206989247312,159.45357661290322,82.3652876344086,992.1578642473119
北宅街道,08,87.05619623655913,26.21707795698925,1.243,153.91482258064516,79.62302553763442,994.616184139785
北宅街道,09,88.12503055555555,21.9176375,1.35735,132.51012083333333,70.56872361111111,1001.2849541666667
北宅街道,10,71.57805241935485,14.82675806451613,1.4028051075268815,140.5857325268817,66.13372983870968,1010.9906411290323
北宅街道,11,64.87604166666667,11.538398611111113,1.5499569444444445,142.76829027777777,73.43450277777778,1009.3901625
北宅街道,12,45.35033064516129,0.2836061827956989,1.4639475806451612,154.71002150537635,51.25126478494624,1014.3069516129032
珠海街道,01,33.80809543010753,1.2561008064516128,2.0243198924731183,104.5558561827957,62.13966935483871,1023.6574059139784
珠海街道,02,55.29796279761905,1.7638869047619046,1.789029761904762,121.61972023809524,54.42833333333333,1024.4175342261904
珠海街道,03,72.96922715053763,8.126305107526882,2.3051975806451614,140.32366532258064,65.50790725806452,1014.4941639784947
珠海街道,04,91.27209722222223,14.076741666666667,2.0613111111111113,144.01431805555555,62.48477638888888,1013.1490013888888
珠海街道,05,101.34859811827957,19.87181182795699,1.9783400537634408,171.41058870967743,58.8327997311828,1008.2758481182796
珠海街道,06,98.69469662921348,22.77456582633053,1.7926624649859944,163.47282352941178,86.8511400560224,1000.8516386554621
珠海街道,07,84.42300940860214,26.247743279569892,1.7124422043010752,152.29319086021505,88.08827956989246,1000.8362889784946
珠海街道,08,76.71462231182795,26.70097177419355,1.6630067204301076,137.73426612903225,81.48512365591398,1003.2992029569892
珠海街道,09,72.76777222222222,22.417455555555556,1.812947222222222,125.74156111111111,71.554075,1010.0615263888889
珠海街道,10,54.472932795698924,15.557002688172043,1.8407862903225807,112.92218817204301,67.00089650537635,1019.9197862903226
珠海街道,11,47.00940277777777,12.112543055555557,2.0409152777777777,123.96058888888888,74.47176388888889,1018.4209944444445
珠海街道,12,29.421827956989247,1.0758064516129031,2.0988870967741935,103.22708736559139,48.33785483870968,1024.460995967742
登州路街道,01,41.85084811827957,1.9527715053763441,1.7969112903225808,241.9294556451613,61.25997311827957,1024.074489247312
登州路街道,02,65.23605357142857,2.2641622023809527,1.8582589285714286,227.3245892857143,55.96223363095238,1024.8294717261906
登州路街道,03,82.13216935483871,8.32309005376344,2.212779569892473,204.9071115591398,64.60715322580646,1014.9947607526881
登州路街道,04,95.85773333333333,13.704402777777778,2.1179763888888887,193.89769166666665,63.96014722222222,1013.6582861111111
登州路街道,05,111.52932795698926,18.942674731182795,1.8652137096774195,183.5276814516129,62.39259005376344,1008.7908467741936
登州路街道,06,103.42831249999999,22.40930694444444,2.1143875,168.56355416666668,85.09400555555555,1001.2778583333333
登州路街道,07,93.59746567967699,26.414637096774197,1.8610147849462366,176.50165725806454,83.2783064516129,1000.5575833333332
登州路街道,08,84.88027016129033,26.90228494623656,1.6880080645161288,201.57458333333332,77.31826747311828,1002.4917674731183
登州路街道,09,90.79766944444444,23.117545833333335,1.6031305555555555,197.77072916666665,67.58377777777778,1009.4522944444444
登州路街道,10,64.14022580645161,16.11525134408602,1.8053010752688172,213.86206854838707,63.21111559139785,1019.7319139784946
登州路街道,11,59.013730555555554,12.657297222222223,1.961623611111111,213.17207638888888,71.67999444444445,1018.1613749999999
登州路街道,12,32.71154838709678,1.7320470430107526,2.050038978494624,260.5233239247312,50.08453225806451,1024.230373655914
